Name,Año,Proyectado ZIPs,Steamer,Real
Luis Liberato,2023,0.647853224,0.631826075,NA
Cal Stevenson,2023,0.637958709,0.653306393,NA
Wenceel Perez,2023,0.672048253,0.655527796,NA
Clay Dungan,2023,0.646544789,0.599783721,NA
Warming Bernabel,2023,0.743811765,0.653751872,NA
Matthew Batten,2023,0.601886063,0.606490146,NA
Jace Peterson,2023,0.666479925,0.673439147,0.611224948
Levi Jordan,2023,0.635766783,0.632605169,NA
Josh VanMeter,2023,0.687941161,0.663102796,NA
Dillon Thomas,2023,0.689042811,0.632587075,NA
Jasson Dominguez,2023,0.626335761,0.593393048,NA
Allan Cerda,2023,0.701172765,0.650826748,NA
Riley Unroe,2023,0.667492999,0.586433539,NA
Yonny Hernandez,2023,0.600991519,0.609364319,NA
Ronny Mauricio,2023,0.639992563,0.629801101,NA
Akil Baddoo,2023,0.699880048,0.685822374,0.681654025
Rodolfo Castro,2023,0.6779132,0.696268939,0.618460903
Clint Coulter,2023,0.741782141,0.693486664,NA
Scott Manea,2023,0.611802308,0.581437326,NA
Felix Valerio,2023,0.640198807,0.615910198,NA
Robert Neustrom,2023,0.694906403,0.651618058,NA
Jose Rodriguez,2023,0.661232958,0.649857429,NA
Tyler Heineman,2023,0.673466161,0.640464053,NA
Donovan Solano,2023,0.711456545,0.70257559,0.759751832
Niko Goodrum,2023,0.66213365,0.61534125,NA
Kevin Cron,2023,0.756458343,0.620064264,NA
Odubel Herrera,2023,0.680240962,0.713669304,NA
Adam Haseley,2023,0.657289754,0.648678421,NA
Ernie Clement,2023,0.62817614,0.631954461,NA
Brendon Davis,2023,0.673527143,0.6631533,NA
Tanner Morris,2023,0.63481958,0.641845346,NA
Rougned Odor,2023,0.679604503,0.673577995,NA
Conner Capel,2023,0.661474315,0.683313782,NA
Brenton Doyle,2023,0.699645845,0.710503166,0.593358395
Will Benson,2023,0.747869398,0.695332856,0.86299948
Buddy Kennedy,2023,0.66539217,0.666049689,NA
Carter Kieboom,2023,0.680469922,0.691375104,NA
Jordan Groshans,2023,0.657271175,0.681864681,NA
Ryan LaMarre,2023,0.683489171,0.66201466,NA
Patrick Bailey,2023,0.650856456,0.557655269,0.643795989
LaMonte Wade Jr.,2023,0.744458699,0.707383757,0.79006495
Seby Zavala,2023,0.629801084,0.593966758,NA
Jose Torres,2023,0.615126526,0.543238147,NA
Phillip Sikes,2023,0.695392545,0.572226894,NA
Ryan Fitzgerald,2023,0.673425499,0.612359922,NA
Zach Remillard,2023,0.612677762,0.602698278,NA
Geraldo Perdomo,2023,0.620844429,0.640977361,0.712152711
Robert Hassell III,2023,0.616208333,0.668788072,NA
Sam Hilliard,2023,0.66438137,0.65526828,NA
Matt Davidson,2023,0.729064039,0.702487615,NA
Mikey Perez,2023,0.6471256,0.544039699,NA
Nick Pratto,2023,0.735689891,0.699478131,0.660187552
Jon Berti,2023,0.652944415,0.671470738,0.74824107
Luke Maile,2023,0.700431452,0.635903034,NA
Luke Voit,2023,0.759835837,0.71999021,NA
Aristides Aquino,2023,0.741637673,0.63917055,NA
Niko Kavadas,2023,0.750569146,0.689882485,NA
Matt Thaiss,2023,0.688561117,0.670870455,0.658912897
Emmanuel Rivera,2023,0.687382479,0.699397619,0.672464285
Dillon Dingler,2023,0.603726056,0.613469998,NA
Jake Slaughter,2023,0.650398919,0.635044278,NA
Leo Jimenez,2023,0.664391354,0.5510926,NA
Yonathan Perlaza,2023,0.690042695,0.682733761,NA
Edward Olivares,2023,0.724229087,0.72104348,0.768860517
Dustin Garneau,2023,0.644042232,0.593268947,NA
Nolan Jones,2023,0.758038808,0.746745253,0.931385275
Skye Bolt,2023,0.678234678,0.657248231,NA
Bubba Thompson,2023,0.648372373,0.63058583,NA
Pavin Smith,2023,0.721492952,0.709570442,NA
Austin Allen,2023,0.677673111,0.645544701,NA
Joey Votto,2023,0.763095238,0.732975123,NA
Nelson Cruz,2023,0.74009434,0.716378739,NA
Brewer Hicklen,2023,0.67832854,0.641054507,NA
Nate Eaton,2023,0.672629437,0.656806216,NA
Vinny Capra,2023,0.679545236,0.680336138,NA
Kameron Misner,2023,0.602242121,0.613607239,NA
Orlando Martinez,2023,0.648937617,0.645660434,NA
Blake Sabol,2023,0.682770156,0.675837456,0.694717977
Ji Man Choi,2023,0.752326894,0.747353982,NA
Stephen Scott,2023,0.677568866,0.645274319,NA
Matt Carpenter,2023,0.730419985,0.729960153,NA
Blaze Alexander,2023,0.632960665,0.64673427,NA
Garrett Cooper,2023,0.748667833,0.740338968,0.723588828
Jason Heyward,2023,0.681930866,0.685307023,0.812626084
Victor Reyes,2023,0.695080235,0.667245242,NA
Otto Lopez,2023,0.652393475,0.679907832,NA
Esteban Quiroz,2023,0.697627521,0.658999023,NA
Jason Krizan,2023,0.719820139,0.660926351,NA
Richie Palacios,2023,0.677342643,0.68451237,NA
Samad Taylor,2023,0.692913608,0.676977764,NA
Robel Garcia,2023,0.679317932,0.639530749,NA
Blake Perkins,2023,0.607573112,0.608323432,NA
Jorge Alfaro,2023,0.688508334,0.662692932,NA
Brennen Davis,2023,0.651667166,0.654677447,NA
Garrett Stubbs,2023,0.668316321,0.655052384,NA
Max Schuemann,2023,0.601930712,0.58198595,NA
Michael Chavis,2023,0.703255952,0.68723417,NA
Riley Adams,2023,0.681375533,0.663169482,NA
Nick Gordon,2023,0.71978097,0.686199486,NA
Johan Mieses,2023,0.732865131,0.662327707,NA
Nomar Mazara,2023,0.714121037,0.68282089,NA
Ricardo Genoves,2023,0.607266123,0.596296935,NA
Eric Hosmer,2023,0.738966428,0.746260303,NA
Nick Gonzales,2023,0.671025641,0.658701155,NA
Mark Kolozsvary,2023,0.598519908,0.567064197,NA
Diego Castillo,2023,0.665967582,0.668932179,NA
Kevin Made,2023,0.617253009,0.528425958,NA
Jon Singleton,2023,0.688073352,0.646841366,NA
Mario Feliciano,2023,0.675935704,0.669362654,NA
Cristian Santana,2023,0.688672076,0.631667147,NA
Shay Whitcomb,2023,0.594711109,0.571296187,NA
David Hensley,2023,0.691646736,0.670480379,NA
Avisail Garcia,2023,0.681369863,0.696950272,NA
Taylor Motter,2023,0.699081545,0.653701306,NA
Darin Ruf,2023,0.722884013,0.717298382,NA
Wendell Rijo,2023,0.653387978,0.649395047,NA
John Valente,2023,0.64863479,0.655731004,NA
Romy Gonzalez,2023,0.646377,0.648362309,NA
Alejo Lopez,2023,0.68277512,0.69472159,NA
Ben Gamel,2023,0.669460387,0.680238547,NA
Rafael Lantigua,2023,0.628110586,0.625230012,NA
Chase Strumpf,2023,0.619478987,0.609212715,NA
Lorenzo Quintana,2023,0.690250965,0.64824718,NA
Austin Wynns,2023,0.654027566,0.664762662,NA
Luke Raley,2023,0.698964041,0.674258732,0.823529411
Tim Locastro,2023,0.659272705,0.621013261,NA
Patrick Mazeika,2023,0.664522581,0.656191198,NA
Chase Pinder,2023,0.611795034,0.635614993,NA
Brett Cumberland,2023,0.611758046,0.57487085,NA
Tyler Wade,2023,0.632679739,0.616998307,NA
Tim Tawa,2023,0.646341463,0.621649724,NA
Cade Marlowe,2023,0.647128615,0.612855411,NA
Ivan Castillo,2023,0.653926796,0.60366993,NA
Parker Meadows,2023,0.643454871,0.642209829,NA
David Fry,2023,0.667841131,0.656267459,NA
Tyler Fitzgerald,2023,0.615520515,0.600173552,NA
Josh Crouch,2023,0.617395273,0.577595292,NA
Livan Soto,2023,0.612459038,0.621798611,NA
Adam Engel,2023,0.629918699,0.629789745,NA
Elijah Dunham,2023,0.669727047,0.665503687,NA
Yu Chang,2023,0.700392157,0.67081915,NA
Michael Papierski,2023,0.609683608,0.604127537,NA
Luis Matos,2023,0.652695588,0.579506397,0.660830362
Marcelo Mayer,2023,0.69012395,0.574426717,NA
Tyler Naquin,2023,0.699762573,0.706704772,NA
Marco Luciano,2023,0.652305879,0.572262762,NA
Albert Pujols,2023,0.750143124,NA,NA
Rafael Marchan,2023,0.606948194,0.607661993,NA
Franchy Cordero,2023,0.727927245,0.697600916,NA
Devin Mann,2023,0.685957132,0.651299962,NA
Jonathan Ornelas,2023,0.60898112,0.614635668,NA
Alex Kirilloff,2023,0.711556753,0.735624851,0.792802239
Joe Dunand,2023,0.596043759,0.572328561,NA
Logan Porter,2023,0.709209627,0.664877925,NA
Jonathan Morales,2023,0.653618114,0.642092736,NA
Brett Auerbach,2023,0.628614264,0.620261729,NA
Dominic Miroglio,2023,0.671355671,0.626603944,NA
Ivan Herrera,2023,0.645072574,0.644847926,NA
Greg Jones,2023,0.58806093,0.563205564,NA
Cadyn Grenier,2023,0.595731325,0.563888113,NA
Cooper Hummel,2023,0.666173048,0.669401691,NA
James Wood,2023,0.672342193,0.578284916,NA
Wyatt Young,2023,0.6124733,0.639896474,NA
Parker Bates,2023,0.625942347,0.536604679,NA
DJ Stewart,2023,0.696996047,0.653047926,NA
Rylan Bannon,2023,0.643656346,0.626969931,NA
Nathan Lukes,2023,0.66319161,0.643537828,NA
Casey Schmitt,2023,0.647505721,0.674606339,0.579585123
Bryce Johnson,2023,0.633853308,0.602812123,NA
Willi Castro,2023,0.679963495,0.67439785,0.749680864
Darell Hernaiz,2023,0.605319943,0.607024325,NA
Jesus Bastidas,2023,0.636898381,0.636378878,NA
Jonathan Davis,2023,0.631815203,0.623478758,NA
Yairo Munoz,2023,0.68919745,0.700775141,NA
Jorge Barrosa,2023,0.660418614,0.663029609,NA
Zach Reks,2023,0.737432644,0.659647705,NA
Max Ferguson,2023,0.598343206,0.501170651,NA
Wyatt Mathisen,2023,0.644979984,0.597586669,NA
Aledmys Diaz,2023,0.674276129,0.709383541,0.616391317
Andrew Knizner,2023,0.639767077,0.647395846,NA
J.J. Matijevic,2023,0.704595469,0.688172185,NA
Johan Rojas,2023,0.598887155,0.613557399,NA
Ryan McKenna,2023,0.64413672,0.61924919,NA
Andrew Velazquez,2023,0.616063577,0.595406807,NA
Xavier Edwards,2023,0.631537257,0.618419052,NA
Michael Siani,2023,0.643093748,0.633127216,NA
Cal Mitchell,2023,0.709783531,0.736648001,NA
Daniel Schneemann,2023,0.586610928,0.562575579,NA
Sam Haggerty,2023,0.634635158,0.64701352,NA
Andruw Monasterio,2023,0.635550533,0.608607619,0.67767646
Jose Fermin,2023,0.635222284,0.621033392,NA
Ryan Noda,2023,0.668918919,0.666513632,0.770040303
Kaden Polcovich,2023,0.58684042,0.573017978,NA
Quincy Nieporte,2023,0.711115257,0.69347346,NA
Arquimedes Gamboa,2023,0.590466583,0.57374643,NA
Cesar Prieto,2023,0.628607038,0.641106531,NA
Jake Burger,2023,0.676884825,0.708533305,0.827551941
C.J. Chatham,2023,0.624335936,0.632207276,NA
Jo Adell,2023,0.715441204,0.677879866,NA
Anthony Alford,2023,0.689215686,0.639531839,NA
John Rave,2023,0.642452301,0.628072922,NA
Luis Vazquez,2023,0.598106042,0.562426293,NA
Hunter Owen,2023,0.643088445,0.631390219,NA
Jordan Lawlar,2023,0.665288803,0.654189338,NA
Corey Julks,2023,0.71617778,0.663759011,0.649562615
Kyren Paris,2023,0.643021819,0.608049235,NA
Kevin Newman,2023,0.680741229,0.682149043,0.675201416
Hunter Stovall,2023,0.674000309,0.685971553,NA
Eli White,2023,0.630537099,0.611376123,NA
Joe Perez,2023,0.636849991,0.647298459,NA
Jacob Nottingham,2023,0.636019737,0.581773456,NA
Kellen Strahm,2023,0.62493672,0.625951277,NA
Trevor Hauver,2023,0.66813082,0.635193977,NA
Corey Joyce,2023,0.630345629,0.635858596,NA
Luke Waddell,2023,0.69772296,0.655937605,NA
Taylor Trammell,2023,0.637017355,0.665171937,NA
Gavin Sheets,2023,0.717904439,0.740830056,0.59863157
Abraham Almonte,2023,0.720203657,0.685516969,NA
Frank Schwindel,2023,0.71960142,0.694070914,NA
John Aiello,2023,0.685549458,0.675328511,NA
Ben Rortvedt,2023,0.603858407,0.602955777,NA
Will Toffey,2023,0.633744164,0.598896301,NA
Donny Sands,2023,0.660468364,0.663374844,NA
Chavez Young,2023,0.619851663,0.637890113,NA
AJ Pollock,2023,0.702311334,0.714106155,NA
Tyler Neslony,2023,0.707968662,0.689072567,NA
Tomas Nido,2023,0.586353945,0.61118064,NA
Mason Auer,2023,0.631278348,0.575730898,NA
Ryan Casteel,2023,0.693155604,0.660468987,NA
Mike Moustakas,2023,0.761980342,0.709756246,0.684791567
Deven Marrero,2023,0.568844121,0.575094989,NA
Aaron Zavala,2023,0.680892495,0.686178289,NA
Raimel Tapia,2023,0.70597639,0.70524414,NA
Erick Mejia,2023,0.641161692,0.601780258,NA
Francisco Urbaez,2023,0.671678322,0.669781972,NA
Aaron Hicks,2023,0.666236389,0.704371012,0.73546373
Ronaiker Palma,2023,0.647773366,0.606086498,NA
Brandon Valenzuela,2023,0.575169218,0.534613429,NA
Michael Helman,2023,0.628884462,0.614902607,NA
Cody Milligan,2023,0.623828607,0.616904144,NA
Ryan Vilade,2023,0.634110648,0.620818995,NA
Jimmy Herron,2023,0.720627769,0.726437328,NA
Narciso Crook,2023,0.71270454,0.6789828,NA
Jancarlos Cintron,2023,0.624939125,0.622383883,NA
JJ Bleday,2023,0.656982942,0.64955641,0.665699773
Gosuke Katoh,2023,0.630118229,0.626773512,NA
David Bote,2023,0.650832651,0.675349096,NA
Jack Mayfield,2023,0.660920697,0.626763188,NA
Nick Yorke,2023,0.648612491,0.572025766,NA
Straton Podaras,2023,0.688088967,0.522774198,NA
Lewis Brinson,2023,0.67396468,0.635926173,NA
Jhonny Pereda,2023,0.640563725,0.631637179,NA
Max McDowell,2023,0.579220038,0.544464515,NA
Tommy La Stella,2023,0.662196922,0.69301132,NA
Tommy Pham,2023,0.668982683,0.679176497,0.774491717
Jonathan Aranda,2023,0.69598587,0.716759788,NA
Estevan Florial,2023,0.631705765,0.644002468,NA
Cole Freeman,2023,0.62522604,0.608400447,NA
Tucker Bradley,2023,0.683454584,0.670469644,NA
Daniel Palka,2023,0.729070368,0.695082936,NA
Dustin Harris,2023,0.721650375,0.693610996,NA
Chris Owings,2023,0.628961268,0.591152398,NA
Scott Hurst,2023,0.600770342,0.626990119,NA
Matt Gorski,2023,0.624652098,0.645742523,NA
Quincy Hamilton,2023,0.645748939,0.656178761,NA
Ryan Dorow,2023,0.630713304,0.597398592,NA
A.J. Vukovich,2023,0.638511191,0.655179353,NA
Matt Wallner,2023,0.693740152,0.687934402,0.877120993
Devin Foyle,2023,0.610407648,0.62217406,NA
Aaron Antonini,2023,0.551421099,0.577856054,NA
Delino DeShields,2023,0.563043259,0.557468035,NA
Preston Tucker,2023,0.676253725,0.654408184,NA
Liover Peguero,2023,0.624009957,0.628563453,NA
Ronald Torreyes,2023,0.625082478,0.605190635,NA
David MacKinnon,2023,0.679121755,0.685692711,NA
Aderlin Rodriguez,2023,0.71630094,0.674824244,NA
Zac Cook,2023,0.626131712,0.586452316,NA
Jermaine Palacios,2023,0.627514208,0.624168632,NA
Jecksson Flores,2023,0.581534221,0.58584076,NA
Meibrys Viloria,2023,0.619262396,0.620253054,NA
Chad Pinder,2023,0.706141094,0.666317286,NA
Travis Blankenhorn,2023,0.671849277,0.673260236,NA
Eric Brown Jr.,2023,0.660925311,NA,NA
Greg Cullen,2023,0.639716081,0.653069161,NA
Jose Peraza,2023,0.635233059,0.607121657,NA
Ronnie Dawson,2023,0.66811635,0.625632271,NA
Abrahan Gutierrez,2023,0.610788541,0.551923112,NA
Colton Welker,2023,0.611360334,0.657078795,NA
Hao-Yu  Lee,2023,0.652280444,0.553964551,NA
Jeremy Eierman,2023,0.560380952,0.533188362,NA
Pedro Pages,2023,0.572661253,0.586919309,NA
Sandro Fabian,2023,0.674042595,0.643752873,NA
Zach Britton,2023,0.650485992,0.617497736,NA
Zack Gelof,2023,0.640350877,0.632062609,0.840370369
Willians Astudillo,2023,0.745980382,0.715603038,NA
Nick Senzel,2023,0.678285623,0.690514744,0.695640792
Justyn-Henry Malloy,2023,0.666020927,0.674924732,NA
Henry Davis,2023,0.737237548,0.657064531,0.653071895
Devlin Granberg,2023,0.70284749,0.687367008,NA
Evan Carter,2023,0.647999229,0.623367065,NA
Jose Barrero,2023,0.630105514,0.589257142,NA
Richie Martin,2023,0.630608315,0.616751655,NA
Hanser Alberto,2023,0.655147649,0.661030226,NA
Steele Walker,2023,0.63965673,0.641069675,NA
Elih Marrero,2023,0.574798619,0.584730862,NA
Eddy Alvarez,2023,0.685848252,0.635714933,NA
Yadiel Hernandez,2023,0.722233366,0.706025783,NA
BJ Boyd,2023,0.687413798,0.649982238,NA
Steven Duggar,2023,0.607154701,0.609734952,NA
Jake Fox,2023,0.620515606,0.50729731,NA
Matt Duffy,2023,0.671615243,0.669133779,NA
Blaine Crim,2023,0.700221004,0.668498497,NA
John Hicks,2023,0.674806714,0.637467743,NA
Ramon Rodriguez,2023,0.612835042,0.53454022,NA
Christin Stewart,2023,0.740613099,0.642961515,NA
Dominic Smith,2023,0.721063575,0.732830439,0.692162474
Tim Lopes,2023,0.648311688,0.601768855,NA
Josh Morgan,2023,0.620296095,0.594314863,NA
Travis Jankowski,2023,0.598732927,0.64265288,0.688627161
Kevin Plawecki,2023,0.667663351,0.694387864,NA
Darren Baker,2023,0.576827321,0.630534532,NA
Owen Miller,2023,0.640908287,0.654226845,0.67368179
Bret Boswell,2023,0.662750644,0.660312707,NA
Nate Mondou,2023,0.622599037,0.602610514,NA
Nic Gaddis,2023,0.616934351,NA,NA
Weston Wilson,2023,0.637575817,0.622724952,NA
Braden Bishop,2023,0.648847377,0.630295346,NA
Mike Antico,2023,0.609848485,0.608214225,NA
Denzel Clarke,2023,0.592134698,0.52337317,NA
Jimmy Glowenke,2023,0.613517638,0.5342531,NA
Sean Roby,2023,0.624883761,0.62749095,NA
Elliot Soto,2023,0.582127136,0.56178134,NA
John Rhodes,2023,0.648285599,0.627418103,NA
Drew Millas,2023,0.583778272,0.596125315,NA
Drew Avans,2023,0.649407964,0.634035919,NA
Tristin English,2023,0.629277873,0.621711237,NA
Bobby Dalbec,2023,0.721629213,0.705456806,NA
Oliver Dunn,2023,0.61777483,0.601191139,NA
Christian Sepulveda,2023,0.642597038,0.522830529,NA
Alex Dickerson,2023,0.716477273,0.688170434,NA
Oscar Campos,2023,0.635727456,0.451566628,NA
Braden Shewmake,2023,0.645845767,0.635168823,NA
Jack Larsen,2023,0.63260446,0.623881108,NA
Nathan Hickey,2023,0.754331183,0.575806391,NA
Collin Burns,2023,0.584769759,0.539406061,NA
Nick Ciuffo,2023,0.579671285,0.582858419,NA
Martin Maldonado,2023,0.577658909,0.62524681,0.606294146
Gavin Collins,2023,0.600327332,0.575105469,NA
Simon Muzziotti,2023,0.623986613,0.652183123,NA
Korry Howell,2023,0.590885343,0.621017382,NA
Nick Dini,2023,0.677948773,0.639543496,NA
Payton Henry,2023,0.572693564,0.585385116,NA
Jair Camargo,2023,0.594913336,0.600702122,NA
Juniel Querecuto,2023,0.625434243,0.603412314,NA
Aaron Schunk,2023,0.654277286,0.675438017,NA
Joe Hudson,2023,0.582673993,0.591810717,NA
Evan Mendoza,2023,0.564275003,0.576042774,NA
William Simoneit,2023,0.598098049,0.592769488,NA
Kyle Garlick,2023,0.765905625,0.699224755,NA
Pat Valaika,2023,0.616204889,0.580610976,NA
Jackie Bradley Jr.,2023,0.606927995,0.634736077,NA
Jeter Downs,2023,0.643386562,0.60449941,NA
Micah Pries,2023,0.67147179,0.673743472,NA
Trevor Larnach,2023,0.68884787,0.686491639,NA
Jose Tena,2023,0.615968833,0.632603875,NA
Stephen Vogt,2023,0.661248671,0.638920389,NA
Jake Marisnick,2023,0.62440427,0.639891498,NA
Juan Graterol,2023,0.61959644,0.590140135,NA
Brandon Dixon,2023,0.732122791,0.705445634,NA
Milan Tolentino,2023,0.553578337,0.513964867,NA
Kyle Holder,2023,0.643429735,0.541549829,NA
Quincy McAfee,2023,0.623988985,0.587432485,NA
Luis Santana,2023,0.623543003,0.630161643,NA
Jimmy Govern,2023,0.666347703,0.627204364,NA
Kyle Lewis,2023,0.727436888,0.723758487,NA
Lucius Fox,2023,0.59534622,0.585415535,NA
Ryan Lavarnway,2023,0.656227572,0.626147935,NA
Steven Souza Jr.,2023,0.674803635,0.618900237,NA
Adeiny Hechavarria,2023,0.672802794,0.621302942,NA
Miguel Sano,2023,0.743529412,0.714468713,NA
Tres Barrera,2023,0.610988358,0.605967448,NA
Tyler Black,2023,0.635526943,0.560071869,NA
Bradley Zimmer,2023,0.614768998,0.587869298,NA
Trenton Brooks,2023,0.681115073,0.661607843,NA
Alsander Womack,2023,0.639637257,0.55851132,NA
Nelson Velazquez,2023,0.682605761,0.66824233,NA
Austin Martin,2023,0.64157475,0.622048176,NA
Robinson Chirinos,2023,0.650976333,0.611257097,NA
Chadwick Tromp,2023,0.662274554,0.627610282,NA
Charlie Blackmon,2023,0.757578247,0.753881757,0.803307545
Isiah Kiner-Falefa,2023,0.638126957,0.671308988,0.646046352
Magneuris Sierra,2023,0.599198718,0.619645906,NA
Tyler White,2023,0.703224834,0.689990854,NA
Josh Kasevich,2023,0.620552819,0.486485654,NA
Michael Perez,2023,0.562997252,0.607287397,NA
Richard Urena,2023,0.606844584,0.595607204,NA
Bryson Brigman,2023,0.605731768,0.606394454,NA
Pablo Reyes,2023,0.661036654,0.650374765,NA
Anthony Prato,2023,0.642189235,0.618840768,NA
Christian Koss,2023,0.658462439,0.634102157,NA
Cam Devanney,2023,0.619688076,0.595789825,NA
Bligh Madris,2023,0.665614233,0.671919052,NA
Jonathan Villar,2023,0.64302287,0.674324935,NA
Ryan Bliss,2023,0.587311229,0.521728112,NA
Julio E. Rodriguez,2023,0.607634165,0.609247599,NA
Grant McCray,2023,0.624867031,0.558969761,NA
Corey Dickerson,2023,0.716028207,0.720721382,NA
J.P. Martinez,2023,0.630067319,0.618255698,NA
Johnny Rizer,2023,0.645128146,NA,NA
Nick Heath,2023,0.586645349,0.575734211,NA
Daniel Vellojin,2023,0.639742464,0.607907664,NA
Dominic Canzone,2023,0.716209744,0.708914457,NA
Jake Noll,2023,0.675933667,0.649057725,NA
Rob Brantly,2023,0.632654512,0.620684813,NA
Brady Policelli,2023,0.616873483,0.573543854,NA
Jose Caballero,2023,0.597617427,0.604745799,0.663203462
Michael De La Cruz,2023,0.668942931,0.620720864,NA
Nick Dalesandro,2023,0.551758755,0.579826796,NA
Zach DeLoach,2023,0.637990581,0.617241304,NA
Didi Gregorius,2023,0.684733914,0.670079856,NA
Yermin Mercedes,2023,0.707289947,0.682148195,NA
Anthony Bemboom,2023,0.597350462,0.600812035,NA
Irving Lopez,2023,0.591594438,0.584809957,NA
Beau Taylor,2023,0.586251548,0.58039677,NA
Matthew Lugo,2023,0.637963751,0.583834989,NA
Gage Workman,2023,0.588759481,0.58100688,NA
Joshua Mears,2023,0.615715039,0.578455666,NA
Alan Roden,2023,0.642611684,0.513596258,NA
Matt Reynolds,2023,0.680050804,0.649507775,NA
Austin Dean,2023,0.716848893,0.672616503,NA
Andy Thomas,2023,0.563961119,0.53606409,NA
Tim Beckham,2023,0.719269677,0.674322295,NA
Ryan Ward,2023,0.681147842,0.667596088,NA
Masyn Winn,2023,0.61768631,0.619628886,NA
Grae Kessinger,2023,0.580285172,0.555433053,NA
Chase Calabuig,2023,0.619613255,0.630782705,NA
Yolmer Sanchez,2023,0.627036045,0.596570501,NA
Jack Blomgren,2023,0.653694132,0.5955489,NA
Jake Mangum,2023,0.658730159,0.656884268,NA
Nick Banks,2023,0.617665307,0.598790147,NA
Chandler Seagle,2023,0.491178335,0.503211245,NA
Cooper Bowman,2023,0.551065163,0.494406732,NA
Jared Oliva,2023,0.640360409,0.634965818,NA
Christian Lopes,2023,0.609034692,0.574002163,NA
Tyler Nevin,2023,0.645640948,0.677510888,NA
Noah Mendlinger,2023,0.609168804,0.540152815,NA
Yoelqui Cespedes,2023,0.624469707,0.62495373,NA
Grant Williams,2023,0.590922426,0.562197591,NA
Drew Maggi,2023,0.610881104,0.573238258,NA
Ender Inciarte,2023,0.614640963,0.614803389,NA
Derek Hill,2023,0.614935961,0.62055806,NA
Adrian Sanchez,2023,0.620572683,0.609920669,NA
Jackson Chourio,2023,0.655362308,0.600375338,NA
Cam Gallagher,2023,0.59410802,0.604265775,NA
Michael Guldberg,2023,0.576975456,0.623546427,NA
Darius Hill,2023,0.647507331,0.683101117,NA
DJ Peters,2023,0.615727947,0.64871625,NA
Justin Yurchak,2023,0.704739961,0.681520159,NA
Alika Williams,2023,0.584633828,0.528448822,NA
Max Wagner,2023,0.665882353,NA,NA
Wilyer Abreu,2023,0.671717576,0.653109762,NA
Wilmer Difo,2023,0.625583706,0.622303519,NA
Adam Hackenberg,2023,0.589389267,0.584470296,NA
Jake Lamb,2023,0.697728979,0.671644743,NA
Logan Davidson,2023,0.560228861,0.551137871,NA
Evan White,2023,0.670228266,0.643858616,NA
Eduardo Valencia,2023,0.629072682,0.494296988,NA
Steward Berroa,2023,0.595040033,0.616264109,NA
Osiris Johnson,2023,0.589502546,0.515420135,NA
Davis Wendzel,2023,0.631028328,0.584974358,NA
Brandon Lockridge,2023,0.610973387,0.628066926,NA
Taylor Kohlwey,2023,0.640895916,0.659547779,NA
Hunter Goodman,2023,0.760499109,0.752064559,NA
Travis Demeritte,2023,0.67348433,0.646562258,NA
Deyvison De Los Santos,2023,0.643461228,0.666891341,NA
Jesus Aguilar,2023,0.678727269,0.71210615,NA
Sandy Leon,2023,0.564446949,0.565916757,NA
Yeiner Fernandez,2023,0.640304975,0.552652819,NA
Malcom Nunez,2023,0.669355303,0.669149978,NA
Thomas Milone,2023,0.594224924,0.602117297,NA
Andrew Bechtold,2023,0.600444408,0.592244142,NA
Anthony Seigler,2023,0.616076265,0.540668633,NA
Eli Wilson,2023,0.585714286,0.525046845,NA
Cal Conley,2023,0.631206453,0.535925839,NA
Izaac Pacheco,2023,0.603280522,0.538030776,NA
Zach Neto,2023,0.670004786,0.656755954,0.685089458
Ivan Johnson,2023,0.628506591,0.609721758,NA
Brooks Lee,2023,0.65408384,0.551288743,NA
Canaan Smith-Njigba,2023,0.652490145,0.711892583,NA
Yolbert Sanchez,2023,0.608470043,0.617381028,NA
Brandon Leyton,2023,0.628675922,0.547627384,NA
P.J. Higgins,2023,0.674190819,0.650572883,NA
Ronald Guzman,2023,0.655826558,0.650070958,NA
Mickey Moniak,2023,0.67139957,0.65062052,0.801678395
Jake Holton,2023,0.653397817,0.596819366,NA
Chris Hudgins,2023,0.534240363,0.542449207,NA
Jay Allen II,2023,0.621454545,0.5284012,NA
Stevie Berman,2023,0.635404554,0.59262243,NA
Braiden Ward,2023,0.646580512,0.581657895,NA
Jason Castro,2023,0.62745098,0.615661385,NA
Daniel Cope,2023,0.716226415,0.686299079,NA
Matthew Barefoot,2023,0.617190866,0.609683309,NA
Euribiel Angeles,2023,0.565178253,0.553242038,NA
Aramis Garcia,2023,0.581462397,0.620883815,NA
Will Wilson,2023,0.604309801,0.599705017,NA
Taylor Gushue,2023,0.630463287,0.575809563,NA
Grant Witherspoon,2023,0.632931364,0.631301531,NA
Evan Skoug,2023,0.634975578,0.585243169,NA
Jesse Franklin V,2023,0.682658331,0.667242715,NA
Justin Dean,2023,0.583032767,0.59776873,NA
Matt Lipka,2023,0.623339055,0.593879582,NA
Billy McKinney,2023,0.628394286,0.652627364,NA
Mat Nelson,2023,0.55734544,0.49293479,NA
Ernie Yake,2023,0.553418803,0.625877365,NA
Willie Calhoun,2023,0.707207207,0.717049564,NA
Nick Podkul,2023,0.599578913,0.577252044,NA
Will Wagner,2023,0.614777247,0.618778784,NA
Lorenzo Cedrola,2023,0.598946523,0.614205752,NA
Mark Contreras,2023,0.612369053,0.623524185,NA
Corey Rosier,2023,0.646265253,0.579190907,NA
